"ensembl_transcript_id","symbol","exp","chromosome_name","ensembl_gene_id","external_gene_name","transcript_length","gene_biotype","transcript_biotype","num_exons"
"ENST00000879547","RANGRF-207","Upregulated","17","ENSG00000108961","RANGRF",594,"protein_coding","protein_coding",3
"ENST00000879548","RANGRF-208","Upregulated","17","ENSG00000108961","RANGRF",823,"protein_coding","protein_coding",5
"ENST00000879549","PLP2-203","Downregulated","X","ENSG00000102007","PLP2",972,"protein_coding","protein_coding",4
"ENST00000879695","ENO1-218","Upregulated","1","ENSG00000074800","ENO1",2361,"protein_coding","protein_coding",12
"ENST00000879696","ENO1-219","Upregulated","1","ENSG00000074800","ENO1",1812,"protein_coding","protein_coding",12
"ENST00000879701","ENO1-224","Upregulated","1","ENSG00000074800","ENO1",1767,"protein_coding","protein_coding",12
"ENST00000879810","UBB-214","Upregulated","17","ENSG00000170315","UBB",1103,"protein_coding","protein_coding",2
"ENST00000879854","SH3BGRL3-204","Upregulated","1","ENSG00000142669","SH3BGRL3",789,"protein_coding","protein_coding",3
"ENST00000879921","YWHAB-209","Downregulated","20","ENSG00000166913","YWHAB",2793,"protein_coding","protein_coding",7
"ENST00000880006","ARHGDIB-211","Upregulated","12","ENSG00000111348","ARHGDIB",1179,"protein_coding","protein_coding",6
"ENST00000880067","EMC7-205","Downregulated","15","ENSG00000134153","EMC7",997,"protein_coding","protein_coding",4
"ENST00000880080","RHOA-212","Downregulated","3","ENSG00000067560","RHOA",1962,"protein_coding","protein_coding",6
"ENST00000880121","ETHE1-207","Upregulated","19","ENSG00000105755","ETHE1",943,"protein_coding","protein_coding",7
"ENST00000880214","APRT-212","Upregulated","16","ENSG00000198931","APRT",929,"protein_coding","protein_coding",5
"ENST00000880256","ERP29-207","Upregulated","12","ENSG00000089248","ERP29",1202,"protein_coding","protein_coding",4
"ENST00000880279","HNRNPH3-213","Downregulated","10","ENSG00000096746","HNRNPH3",3421,"protein_coding","protein_coding",10
"ENST00000880337","HNRNPDL-211","Upregulated","4","ENSG00000152795","HNRNPDL",4984,"protein_coding","protein_coding",8
"ENST00000880515","RPL5-213","Upregulated","1","ENSG00000122406","RPL5",1030,"protein_coding","protein_coding",8
"ENST00000880516","RPL5-214","Upregulated","1","ENSG00000122406","RPL5",1020,"protein_coding","protein_coding",8
"ENST00000880535","DMAC1-204","Upregulated","9","ENSG00000137038","DMAC1",390,"protein_coding","protein_coding",2
"ENST00000880542","BTG3-212","Upregulated","21","ENSG00000154640","BTG3",1539,"protein_coding","protein_coding",6
"ENST00000880632","RPL36AL-202","Downregulated","14","ENSG00000165502","RPL36AL",616,"protein_coding","protein_coding",3
"ENST00000880739","CNOT7-216","Upregulated","8","ENSG00000198791","CNOT7",2717,"protein_coding","protein_coding",8
"ENST00000880741","CNOT7-218","Downregulated","8","ENSG00000198791","CNOT7",2544,"protein_coding","protein_coding",7
"ENST00000880834","CAPG-224","Downregulated","2","ENSG00000042493","CAPG",1359,"protein_coding","protein_coding",10
"ENST00000880837","CAPG-227","Upregulated","2","ENSG00000042493","CAPG",1162,"protein_coding","protein_coding",9
"ENST00000880838","CAPG-228","Upregulated","2","ENSG00000042493","CAPG",1285,"protein_coding","protein_coding",10
"ENST00000880971","CGB7-206","Downregulated","19","ENSG00000196337","CGB7",2769,"protein_coding","protein_coding",3
"ENST00000881122","STARD3NL-211","Downregulated","7","ENSG00000010270","STARD3NL",1705,"protein_coding","protein_coding",9
"ENST00000881137","TMEM183A-206","Upregulated","1","ENSG00000163444","TMEM183A",3046,"protein_coding","protein_coding",8
"ENST00000881192","IMPDH2-239","Upregulated","3","ENSG00000178035","IMPDH2",1670,"protein_coding","protein_coding",14
"ENST00000881208","EDF1-204","Upregulated","9","ENSG00000107223","EDF1",612,"protein_coding","protein_coding",5
"ENST00000881216","CD74-218","Downregulated","5","ENSG00000019582","CD74",1300,"protein_coding","protein_coding",8
"ENST00000881234","GSTK1-211","Downregulated","7","ENSG00000197448","GSTK1",2918,"protein_coding","protein_coding",7
"ENST00000881246","RAB13-208","Downregulated","1","ENSG00000143545","RAB13",1085,"protein_coding","protein_coding",7
"ENST00000881288","ZNF677-212","Downregulated","19","ENSG00000197928","ZNF677",2797,"protein_coding","protein_coding",5
"ENST00000881392","SCNM1-208","Upregulated","1","ENSG00000163156","SCNM1",859,"protein_coding","protein_coding",7
"ENST00000881453","EFEMP1-218","Downregulated","2","ENSG00000115380","EFEMP1",3479,"protein_coding","protein_coding",11
"ENST00000881457","EFEMP1-222","Downregulated","2","ENSG00000115380","EFEMP1",1949,"protein_coding","protein_coding",10
"ENST00000881555","SVBP-204","Upregulated","1","ENSG00000177868","SVBP",826,"protein_coding","protein_coding",3
"ENST00000881556","SVBP-205","Upregulated","1","ENSG00000177868","SVBP",1058,"protein_coding","protein_coding",2
"ENST00000881594","EDEM2-203","Downregulated","20","ENSG00000088298","EDEM2",1552,"protein_coding","protein_coding",9
"ENST00000881671","APLP2-227","Downregulated","11","ENSG00000084234","APLP2",3637,"protein_coding","protein_coding",17
"ENST00000881672","APLP2-228","Downregulated","11","ENSG00000084234","APLP2",3596,"protein_coding","protein_coding",16
"ENST00000881673","APLP2-229","Downregulated","11","ENSG00000084234","APLP2",3419,"protein_coding","protein_coding",15
"ENST00000881961","VIM-211","Downregulated","10","ENSG00000026025","VIM",2569,"protein_coding","protein_coding",9
"ENST00000882008","CALHM2-210","Downregulated","10","ENSG00000138172","CALHM2",1881,"protein_coding","protein_coding",4
"ENST00000882083","EBP-217","Upregulated","X","ENSG00000147155","EBP",1368,"protein_coding","protein_coding",4
"ENST00000882356","POLL-219","Upregulated","10","ENSG00000166169","POLL",2400,"protein_coding","protein_coding",9
"ENST00000882604","CTSL-244","Downregulated","9","ENSG00000135047","CTSL",1559,"protein_coding","protein_coding",8
"ENST00000882612","CTSL-252","Downregulated","9","ENSG00000135047","CTSL",1425,"protein_coding","protein_coding",8
"ENST00000882752","TECR-227","Upregulated","19","ENSG00000099797","TECR",1149,"protein_coding","protein_coding",13
"ENST00000882753","TECR-228","Upregulated","19","ENSG00000099797","TECR",1138,"protein_coding","protein_coding",13
"ENST00000882759","FBXW2-207","Downregulated","9","ENSG00000119402","FBXW2",8180,"protein_coding","protein_coding",8
"ENST00000883033","MRPL33-207","Downregulated","2","ENSG00000243147","MRPL33",387,"protein_coding","protein_coding",2
"ENST00000883048","DYNLT1-204","Upregulated","6","ENSG00000146425","DYNLT1",700,"protein_coding","protein_coding",4
"ENST00000883188","AURKAIP1-210","Upregulated","1","ENSG00000175756","AURKAIP1",808,"protein_coding","protein_coding",4
"ENST00000883416","UBL5-209","Upregulated","19","ENSG00000198258","UBL5",421,"protein_coding","protein_coding",5
"ENST00000883662","POMP-214","Upregulated","13","ENSG00000132963","POMP",880,"protein_coding","protein_coding",6
"ENST00000883700","POLR2H-215","Upregulated","3","ENSG00000163882","POLR2H",2538,"protein_coding","protein_coding",5
"ENST00000883748","TMEM33-208","Downregulated","4","ENSG00000109133","TMEM33",3455,"protein_coding","protein_coding",8
"ENST00000883817","LCORL-216","Upregulated","4","ENSG00000178177","LCORL",5605,"protein_coding","protein_coding",6
"ENST00000884031","JOSD2-208","Upregulated","19","ENSG00000161677","JOSD2",963,"protein_coding","protein_coding",5
"ENST00000884034","JOSD2-211","Upregulated","19","ENSG00000161677","JOSD2",1425,"protein_coding","protein_coding",4
"ENST00000884045","LTBR-217","Upregulated","12","ENSG00000111321","LTBR",2124,"protein_coding","protein_coding",10
"ENST00000884059","EOLA2-210","Upregulated","X","ENSG00000197021","EOLA2",1142,"protein_coding","protein_coding",5
"ENST00000884092","PCSK1N-203","Upregulated","X","ENSG00000102109","PCSK1N",1021,"protein_coding","protein_coding",3
"ENST00000884094","CWC15-208","Downregulated","11","ENSG00000150316","CWC15",1766,"protein_coding","protein_coding",7
"ENST00000884112","STYXL1-212","Upregulated","7","ENSG00000127952","STYXL1",1229,"protein_coding","protein_coding",9
"ENST00000884324","HIGD1A-207","Downregulated","3","ENSG00000181061","HIGD1A",2404,"protein_coding","protein_coding",4
"ENST00000884402","MAL2-205","Downregulated","8","ENSG00000147676","MAL2",6885,"protein_coding","protein_coding",3
"ENST00000884470","RAMP1-205","Upregulated","2","ENSG00000132329","RAMP1",812,"protein_coding","protein_coding",3
"ENST00000884569","ASNS-219","Downregulated","7","ENSG00000070669","ASNS",1979,"protein_coding","protein_coding",13
"ENST00000884570","ASNS-220","Upregulated","7","ENSG00000070669","ASNS",2766,"protein_coding","protein_coding",11
"ENST00000884579","TRIQK-232","Downregulated","8","ENSG00000205133","TRIQK",3827,"protein_coding","protein_coding",6
"ENST00000884698","SQSTM1-217","Upregulated","5","ENSG00000161011","SQSTM1",2881,"protein_coding","protein_coding",8
"ENST00000884760","PKIB-215","Downregulated","6","ENSG00000135549","PKIB",2046,"protein_coding","protein_coding",6
"ENST00000884761","PKIB-216","Downregulated","6","ENSG00000135549","PKIB",1832,"protein_coding","protein_coding",5
"ENST00000884770","PKIB-225","Downregulated","6","ENSG00000135549","PKIB",1657,"protein_coding","protein_coding",5
"ENST00000884772","PKIB-227","Downregulated","6","ENSG00000135549","PKIB",1117,"protein_coding","protein_coding",4
"ENST00000885000","PHYKPL-226","Upregulated","5","ENSG00000175309","PHYKPL",1274,"protein_coding","protein_coding",7
"ENST00000885197","LCK-219","Upregulated","1","ENSG00000182866","LCK",2090,"protein_coding","protein_coding",13
"ENST00000885312","ALG3-216","Upregulated","3","ENSG00000214160","ALG3",865,"protein_coding","protein_coding",5
"ENST00000885407","RPL29-211","Upregulated","3","ENSG00000162244","RPL29",641,"protein_coding","protein_coding",4
"ENST00000885535","INSIG1-209","Upregulated","7","ENSG00000186480","INSIG1",4313,"protein_coding","protein_coding",5
"ENST00000885681","SMAD1-218","Downregulated","4","ENSG00000170365","SMAD1",3154,"protein_coding","protein_coding",7
"ENST00000885774","ISYNA1-217","Upregulated","19","ENSG00000105655","ISYNA1",1811,"protein_coding","protein_coding",11
"ENST00000885775","ISYNA1-218","Upregulated","19","ENSG00000105655","ISYNA1",1327,"protein_coding","protein_coding",8
"ENST00000885822","FUNDC1-203","Downregulated","X","ENSG00000069509","FUNDC1",857,"protein_coding","protein_coding",4
"ENST00000885942","TMEM141-207","Upregulated","9","ENSG00000244187","TMEM141",917,"protein_coding","protein_coding",5
"ENST00000886057","NAXE-222","Upregulated","1","ENSG00000163382","NAXE",1076,"protein_coding","protein_coding",6
"ENST00000886266","RASSF7-210","Upregulated","11","ENSG00000099849","RASSF7",1663,"protein_coding","protein_coding",6
"ENST00000886274","YBX1-210","Upregulated","1","ENSG00000065978","YBX1",2447,"protein_coding","protein_coding",7
"ENST00000886312","RPL12-207","Upregulated","9","ENSG00000197958","RPL12",536,"protein_coding","protein_coding",6
"ENST00000886316","MRPS7-208","Downregulated","17","ENSG00000125445","MRPS7",1226,"protein_coding","protein_coding",6
"ENST00000886361","SHMT1-210","Upregulated","17","ENSG00000176974","SHMT1",2474,"protein_coding","protein_coding",10
"ENST00000886497","DECR1-220","Downregulated","8","ENSG00000104325","DECR1",1960,"protein_coding","protein_coding",11
"ENST00000886526","LCN2-208","Upregulated","9","ENSG00000148346","LCN2",814,"protein_coding","protein_coding",7
"ENST00000886527","LCN2-209","Upregulated","9","ENSG00000148346","LCN2",791,"protein_coding","protein_coding",7
"ENST00000886553","MZT2A-207","Upregulated","2","ENSG00000173272","MZT2A",569,"protein_coding","protein_coding",3
"ENST00000886584","STXBP6-228","Downregulated","14","ENSG00000168952","STXBP6",1334,"protein_coding","protein_coding",6
"ENST00000886594","NOL3-218","Upregulated","16","ENSG00000140939","NOL3",3414,"protein_coding","protein_coding",4
"ENST00000886674","SURF1-206","Upregulated","9","ENSG00000148290","SURF1",855,"protein_coding","protein_coding",8
"ENST00000886875","ZNF426-206","Downregulated","19","ENSG00000130818","ZNF426",4769,"protein_coding","protein_coding",7
"ENST00000886887","RAD1-208","Downregulated","5","ENSG00000113456","RAD1",3594,"protein_coding","protein_coding",5
"ENST00000886951","RNASEH2C-214","Upregulated","11","ENSG00000172922","RNASEH2C",2633,"protein_coding","protein_coding",4
"ENST00000886985","ERGIC3-221","Upregulated","20","ENSG00000125991","ERGIC3",1313,"protein_coding","protein_coding",13
"ENST00000886986","ERGIC3-222","Upregulated","20","ENSG00000125991","ERGIC3",1286,"protein_coding","protein_coding",13
"ENST00000886987","ERGIC3-223","Upregulated","20","ENSG00000125991","ERGIC3",1315,"protein_coding","protein_coding",13
"ENST00000887323","MRPS25-234","Upregulated","3","ENSG00000131368","MRPS25",2027,"protein_coding","protein_coding",2
"ENST00000887357","TMEM45B-206","Upregulated","11","ENSG00000151715","TMEM45B",3673,"protein_coding","protein_coding",7
"ENST00000887358","TMEM45B-207","Upregulated","11","ENSG00000151715","TMEM45B",3754,"protein_coding","protein_coding",8
"ENST00000887359","TMEM45B-208","Upregulated","11","ENSG00000151715","TMEM45B",2763,"protein_coding","protein_coding",7
"ENST00000887570","CCZ1-210","Downregulated","7","ENSG00000122674","CCZ1",1802,"protein_coding","protein_coding",15
"ENST00000887578","TPT1-215","Upregulated","13","ENSG00000133112","TPT1",1404,"protein_coding","protein_coding",6
"ENST00000887579","TPT1-216","Upregulated","13","ENSG00000133112","TPT1",1196,"protein_coding","protein_coding",6
"ENST00000887585","CD47-207","Downregulated","3","ENSG00000196776","CD47",5265,"protein_coding","protein_coding",8
"ENST00000887760","OXA1L-214","Upregulated","14","ENSG00000155463","OXA1L",1391,"protein_coding","protein_coding",9
"ENST00000887772","SIGIRR-237","Upregulated","11","ENSG00000185187","SIGIRR",2726,"protein_coding","protein_coding",9
"ENST00000887782","GSTA4-207","Upregulated","6","ENSG00000170899","GSTA4",1413,"protein_coding","protein_coding",7
"ENST00000887986","UQCC2-206","Upregulated","6","ENSG00000137288","UQCC2",1254,"protein_coding","protein_coding",4
"ENST00000888037","KRT7-214","Upregulated","12","ENSG00000135480","KRT7",1645,"protein_coding","protein_coding",9
"ENST00000888038","KRT7-215","Upregulated","12","ENSG00000135480","KRT7",1497,"protein_coding","protein_coding",8
"ENST00000888057","LGALS3-211","Upregulated","14","ENSG00000131981","LGALS3",1148,"protein_coding","protein_coding",7
"ENST00000888058","LGALS3-212","Upregulated","14","ENSG00000131981","LGALS3",1007,"protein_coding","protein_coding",7
"ENST00000888059","LGALS3-213","Upregulated","14","ENSG00000131981","LGALS3",1302,"protein_coding","protein_coding",7
"ENST00000888061","LGALS3-215","Downregulated","14","ENSG00000131981","LGALS3",978,"protein_coding","protein_coding",6
"ENST00000888166","RUVBL2-214","Upregulated","19","ENSG00000183207","RUVBL2",1507,"protein_coding","protein_coding",15
"ENST00000888261","STARD10-245","Upregulated","11","ENSG00000214530","STARD10",1459,"protein_coding","protein_coding",6
"ENST00000888475","MLF2-211","Upregulated","12","ENSG00000089693","MLF2",2106,"protein_coding","protein_coding",8
"ENST00000888504","SLC67A1-227","Upregulated","11","ENSG00000110628","SLC67A1",1501,"protein_coding","protein_coding",11
"ENST00000888508","SLC67A1-231","Upregulated","11","ENSG00000110628","SLC67A1",1888,"protein_coding","protein_coding",11
"ENST00000888708","CLDN7-215","Upregulated","17","ENSG00000181885","CLDN7",1524,"protein_coding","protein_coding",5
"ENST00000888720","ZC3H14-234","Downregulated","14","ENSG00000100722","ZC3H14",4085,"protein_coding","protein_coding",17
"ENST00000888808","CCNH-217","Downregulated","5","ENSG00000134480","CCNH",1286,"protein_coding","protein_coding",9
"ENST00000889074","RPS6-208","Upregulated","9","ENSG00000137154","RPS6",833,"protein_coding","protein_coding",6
"ENST00000889324","P4HA2-222","Downregulated","5","ENSG00000072682","P4HA2",4765,"protein_coding","protein_coding",16
"ENST00000889419","PNPLA4-208","Upregulated","X","ENSG00000006757","PNPLA4",952,"protein_coding","protein_coding",7
"ENST00000889585","DERL2-221","Downregulated","17","ENSG00000072849","DERL2",866,"protein_coding","protein_coding",5
"ENST00000889596","SUMO3-207","Downregulated","21","ENSG00000184900","SUMO3",1680,"protein_coding","protein_coding",3
"ENST00000889604","ATP5MF-213","Downregulated","7","ENSG00000241468","ATP5MF",315,"protein_coding","protein_coding",3
"ENST00000889643","GAPDH-213","Upregulated","12","ENSG00000111640","GAPDH",1269,"protein_coding","protein_coding",9
"ENST00000889647","GAPDH-217","Upregulated","12","ENSG00000111640","GAPDH",763,"protein_coding","protein_coding",7
"ENST00000889648","GAPDH-218","Upregulated","12","ENSG00000111640","GAPDH",1273,"protein_coding","protein_coding",9
